,rxn
48109,C1COCCO1.CC(C)(C)OC(=O)N1CCc2c(c(C(F)(F)F)nn2CC(=O)N[C@@H](Cc2cc(F)cc(F)c2)c2ncccc2-c2ccc(F)c(C(N)=O)c2)C1.CCOCC.Cl>>NC(=O)c1cc(-c2cccnc2[C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2CCNC3)ccc1F
47377,C=CC(=O)OCC.CC(=O)[O-].CC(=O)[O-].CCN(C(C)C)C(C)C.CN(C)C=O.Cc1cc(I)cnc1Br.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.O.[Pd+2]>>CCOC(=O)/C=C/c1cnc(Br)c(C)c1
32882,CC#N.ClCCCBr.O=C([O-])[O-].Oc1ccc(-c2ccc(Br)cc2)cc1.[K+].[K+]>>ClCCCOc1ccc(-c2ccc(Br)cc2)cc1
25205,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].CCO.N.O=C1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)c(Cl)n3)c2)CC1.[BH4-].[Na+].[Ti+4]>>NC1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)c(Cl)n3)c2)CC1
4906,CCOC(=O)CSC(CCCCOS(C)(=O)=O)CCCc1cccnc1.CN(C)C=O.O.[N-]=[N+]=[N-].[Na+]>>CCOC(=O)CSC(CCCCN=[N+]=[N-])CCCc1cccnc1
22500,CCN(CC)CC.CO.COC(=O)C1(CC=O)CCCN1C(=O)OC(C)(C)C.COC(=O)[C@H](C)N.Cc1ccccc1.Cl.[BH3-]C#N.[Na+]>>COC(=O)[C@H](C)NCCC1(C(=O)OC)CCCN1C(=O)OC(C)(C)C
41056,C1CCOC1.COc1cccc(N=C=O)c1.NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)N2CCCC2)C1=O>>COc1cccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(CC(=O)N3CCCC3)C2=O)c1
37570,CN(C)C(=O)Cl.Cc1ccccc1C.Cc1csc(N)n1.[Al+3].[Cl-].[Cl-].[Cl-]>>Cc1csc(NC(=O)N(C)C)n1
39668,CN(C)C=O.COc1ccc(CCBr)cc1.O=C([O-])[O-].O=C(c1nc2ccccc2s1)C1CCNCC1.[K+].[K+]>>COc1ccc(CCN2CCC(C(=O)c3nc4ccccc4s3)CC2)cc1
40733,CC1(C)CNCCC1(O)Cc1ccc(Cl)cc1.CN(C)C=O.O.O=C(CCBr)Nc1ccc(Cl)cc1[N+](=O)[O-].O=C([O-])[O-].[K+].[K+]>>CC1(C)CN(CCC(=O)Nc2ccc(Cl)cc2[N+](=O)[O-])CCC1(O)Cc1ccc(Cl)cc1
12215,CC(O)c1ccc2c(c1)NC(=O)CC2.ClC(Cl)Cl.O=[Mn]=O>>CC(=O)c1ccc2c(c1)NC(=O)CC2
4283,Cc1cccc(O)c1C.OCc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1>>Cc1cccc(OCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1C
16045,C1CCOC1.CCCCCC/C=C/C(=O)O.CCN(CC)CC.NCC1CCCCO1.O.[Cl-]>>CCCCCC/C=C/C(=O)NCC1CCCCO1
17183,CCO.O=C(O)Cc1ccccc1.O=S(=O)(O)O>>CCOC(=O)Cc1ccccc1
47503,C1COCCO1.CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1.CC1Cc2ccc(Br)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1.ClCCl.Cl[Pd]Cl.O.O=C([O-])[O-].[Fe+2].[K+].[K+].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>>CC1Cc2ccc(C3=CCN(C(=O)OC(C)(C)C)CC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1
36760,CCSc1ccc(S(C)(=O)=O)cc1C(=O)O.FC(F)(F)c1ccc(N2CCNCC2)cc1>>CCSc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1
10281,CC#N.CS(=O)(=O)OCCC1COc2ccccc2O1.Fc1ccc2c(C3CCNCC3)noc2c1.O=C([O-])[O-].[K+].[K+]>>Fc1ccc2c(C3CCN(CCC4COc5ccccc5O4)CC3)noc2c1
1406,CC(C)(C)OC(=O)N1CCN(CCOc2ccccc2F)CC1.ClCCl.O=C(O)C(F)(F)F>>Fc1ccccc1OCCN1CCNCC1
39333,C1CCOC1.CCCCP(CCCC)CCCC.CCOC(=O)c1cc2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O)c2[nH]1.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.OCC1CCOCC1>>CCOC(=O)c1cc2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(OCC3CCOCC3)c2[nH]1
49512,C=COCC.CC(=O)[O-].CC(=O)[O-].CCN(CC)CC.CCOC(=O)C(=O)Cl.[Pd+2]>>CCO/C=C/C(=O)C(=O)OCC
14272,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)[C@@H]1CC(F)(F)CC[C@@H]1N>>CCOC(=O)[C@@H]1CC(F)(F)CC[C@@H]1NC(=O)OC(C)(C)C
4158,CC(C)(C)OC(=O)N[C@H]1CCNC1.CCN(CC)CC.CO.ClC(Cl)Cl.N#Cc1cc2c3c(cccc3c1Cl)C(=O)N(OCc1ccccc1)C2=O>>CC(C)(C)OC(=O)N[C@H]1CCN(c2c(C#N)cc3c4c(cccc24)C(=O)N(OCc2ccccc2)C3=O)C1
15406,CC(=O)[O-].CC(=O)[O-].CCCO.CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)C.O.O=C([O-])[O-].OB(O)c1cccnc1.[Na+].[Na+].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CCOCc1nc2c(N)nc3cc(-c4cccnc4)cnc3c2n1CC(C)C
13256,CCC(C)=O.CCOC(=O)C(=CNCCF)C(=O)c1cc(F)c(F)c(F)c1F.O=P([O-])([O-])[O-].[K+].[K+].[K+]>>CCOC(=O)c1cn(CCF)c2c(F)c(F)c(F)cc2c1=O
11434,ClCCl.Nc1ccc(Br)cc1O.O.O=C(Cl)c1ccc(C(F)F)cc1.c1ccncc1>>O=C(Nc1ccc(Br)cc1O)c1ccc(C(F)F)cc1
7978,ClCCl.O=C(Cl)CCc1ccc(F)cc1F.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C1CCc2c(F)cc(F)cc21
31161,CCOC(=O)Cc1cccc(N)c1.O=C(O)c1cccc(Br)c1>>CCOC(=O)Cc1cccc(NC(=O)c2cccc(Br)c2)c1
23363,CCOc1ccc(Oc2cccc(C=C3CCN(C(=O)OC(C)(C)C)CC3)c2)nc1.ClCCl.O=C(O)C(F)(F)F>>CCOc1ccc(Oc2cccc(C=C3CCNCC3)c2)nc1
20339,CC(=O)O.CCO.O=[N+]([O-])c1c(C=C(Br)Br)ccc2ccccc12.[Fe]>>Nc1c(C=C(Br)Br)ccc2ccccc12
31639,CCC(C)(C)O.O=[N+]([O-])c1ccc(OCCCCl)cc1.[I-].[K+].[Na+].[OH-].c1c[nH]nn1>>O=[N+]([O-])c1ccc(OCCCn2ccnn2)cc1
1018,CC(C)(C)OC(=O)N1CCC[C@H](N)C1.CCN(CC)CC.CCO.Clc1ccc(-n2c(-c3ccccc3Cl)nc3c(Cl)ncnc32)cc1>>CC(C)(C)OC(=O)N1CCC[C@H](Nc2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)C1
3007,CO.COC(=O)c1ccc(OCCc2c(C=CC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1.[Pt]>>COC(=O)c1ccc(OCCc2c(CCC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1
1840,C1CCOC1.CC(C)(C)[Si](C)(C)Oc1ccccc1-c1cc(-c2cccc(NC(=O)C3CCC(=O)O3)c2)c(C#N)c(N)n1>>N#Cc1c(-c2cccc(NC(=O)C3CCC(=O)O3)c2)cc(-c2ccccc2O)nc1N
38736,C1CCOC1.CO.COC(=O)c1cc2c([nH]1)C(CCc1cccc3ccccc13)CC2.[Li+].[OH-]>>O=C(O)c1cc2c([nH]1)C(CCc1cccc3ccccc13)CC2
15553,CC(C)(C)OC(=O)NC[C@H](O)C[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc2cc(ccc2O)-c2ccc(O)c(c2)C[C@@H](C(=O)O)NC1=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.NCc1ccccc1>>CC(C)(C)OC(=O)NC[C@H](O)C[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc2cc(ccc2O)-c2ccc(O)c(c2)C[C@@H](C(=O)NCc2ccccc2)NC1=O
5593,CC1(C)OB(c2ccc(NC(=O)C3CC3)cc2)OC1(C)C.CN(C)C=O.CO.O=C(OCc1ccccc1)N1CCCC1c1ccc(Br)cc1.O=C([O-])O.[Na+]>>O=C(Nc1ccc(-c2ccc(C3CCCN3C(=O)OCc3ccccc3)cc2)cc1)C1CC1
11530,CC(C)(C)OC(=O)Nc1c(F)ccc2c1OC(C)(C)O2.CCOCC.O.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]>>CC1(C)Oc2ccc(F)c(N)c2O1
1519,C1CCOC1.CCOC(=O)C(=O)CC(=O)c1ccc(-c2ccc(S)cc2)cc1.Cl.O.[Na+].[OH-]>>O=C(O)C(=O)CC(=O)c1ccc(-c2ccc(S)cc2)cc1
4956,C1CCOC1.CCN(CC)CC.Cc1ccc(C(=O)O)c(Cl)n1.Cc1cccc(Oc2ccc(CN)cc2)c1.[Cl-]>>Cc1cccc(Oc2ccc(CNC(=O)c3ccc(C)nc3Cl)cc2)c1
29584,C1CCNCC1.CCO.Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CC2.O=C1Cc2cc(F)ccc2N1>>Cc1c(C=C2C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCCC1)CC2
46570,CC#N.O=C(CCl)Nc1ccc(Cl)c(C(F)(F)F)c1.O=C([O-])[O-].Oc1ccc(Br)cc1.[I-].[K+].[K+].[K+]>>O=C(COc1ccc(Br)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
32503,C=CC(C)Cl.CS(C)=O.Cc1ccc([N+](=O)[O-])c(O)c1.[H-].[Na+].[Na+].[OH-]>>C=CC(C)Oc1cc(C)ccc1[N+](=O)[O-]
23989,CC#N.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)O)c(OC)cc3C)c(F)c12.Cl.F[P-](F)(F)(F)(F)F.NC1(c2nc3cnccc3o2)CC1>>CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5nc6cnccc6o5)CC4)c(OC)cc3C)c(F)c12
32580,CC(=O)Nc1cccc(NCCc2ccccc2)c1.CCOC(=O)CSc1cnc(N)s1.CCOC(=O)CSc1cnc(NC(=O)N(CCc2ccccc2)c2cccc(NC(C)=O)c2)s1.CS(=O)(=O)c1ccc(N(CC2CCCC2)C(=O)Nc2nc(CC(=O)O)cs2)cc1>>CC(=O)Nc1cccc(N(CCc2ccccc2)C(=O)Nc2ncc(SCC(=O)O)s2)c1
18753,CCOC(=O)[C@H]1CN(CCc2ccc(OC)c(OC)c2)CC[C@@H]1NC(=O)OC(C)(C)C.O=C(O)C(F)(F)F>>CCOC(=O)[C@H]1CN(CCc2ccc(OC)c(OC)c2)CC[C@@H]1N
39980,C1CCOC1.COc1ccc2c(Cc3c(Cl)cncc3Cl)nncc2c1C#Cc1ccccc1.[Pd]>>COc1ccc2c(Cc3c(Cl)cncc3Cl)nncc2c1C=Cc1ccccc1
42968,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1COCCO1.Clc1cc(Cl)ncn1.O=C([O-])[O-].OB(O)c1ccccc1.[Cs+].[Cs+]>>Clc1cc(-c2ccccc2)ncn1
44597,C1CCOC1.CC1(C)CC(=O)Nc2c(Br)cc3c(c21)OC(CN=[N+]=[N-])C3.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CC1(C)CC(=O)Nc2c(Br)cc3c(c21)OC(CN)C3
32193,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(=O)O.c1c[nH]cn1>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(=O)n1ccnc1
26732,B.C1CCOC1.O=C([C@H]1COc2ccccc2O1)N1CCC[C@@H](c2ccc(C(F)(F)F)cc2)C1>>FC(F)(F)c1ccc([C@@H]2CCCN(C[C@H]3COc4ccccc4O3)C2)cc1
18302,C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCN(CC)CC.Cl.ClCCl.NC(=O)N1C[C@@H]2C[C@H]1CN2.O=Cc1ccc(Oc2nc3ccccc3s2)cc1.[Na+].[Na+].[OH-]>>NC(=O)N1C[C@@H]2C[C@H]1CN2Cc1ccc(Oc2nc3ccccc3s2)cc1
30938,CCCC[Sn](CCCC)(CCCC)N=[N+]=[N-].Cc1ccccc1.N#Cc1ccc2[nH]nc(-c3ccc4ccccc4c3)c2c1>>c1ccc2cc(-c3n[nH]c4ccc(-c5nnn[nH]5)cc34)ccc2c1
17457,C1COCCO1.OCc1cnc2ccccc2n1.Oc1ccc(-c2nn(CC(F)(F)F)cc2-c2ccncc2)cc1.[Na+].[OH-].c1ccc(P(c2ccccc2)c2ccccc2)cc1>>FC(F)(F)Cn1cc(-c2ccncc2)c(-c2ccc(OCc3cnc4ccccc4n3)cc2)n1
9003,CC(=O)O.CCN(C(C)C)C(C)C.CCO.CCOc1cc(C=O)cc(OCC)c1F.O=C(Nc1cccnc1)c1cccc2oc(NC3CCNCC3)nc12.[BH3-]C#N.[Na+]>>CCOc1cc(CN2CCC(Nc3nc4c(C(=O)Nc5cccnc5)cccc4o3)CC2)cc(OCC)c1F
14894,CN1CCNCC1.CS(=O)(=O)OCc1cc(=O)c(OCCCCCOc2ccnc3cc(C(F)(F)F)ccc23)co1.ClCCl>>CN1CCN(Cc2cc(=O)c(OCCCCCOc3ccnc4cc(C(F)(F)F)ccc34)co2)CC1
12892,CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1.CCOC(C)=O.CS(C)=O.Cc1cc(C)nc(O)c1.[K+].[OH-]>>CCCc1nc(CC)c(Oc2cc(C)cc(C)n2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1
10843,CCCC[C@@H]1CC[C@@H](C(=O)O)CC1.CN(C)C=O.O.Oc1ccc(Br)cc1.[Cl-].c1ccncc1>>CCCC[C@@H]1CC[C@@H](C(=O)Oc2ccc(Br)cc2)CC1
3314,CCO.COc1ccc(-c2ccc(O)cc2)cc1.OCCCCCCBr.[Na+].[OH-]>>COc1ccc(-c2ccc(OCCCCCCO)cc2)cc1
26668,C1CCOC1.CCCCCCC.CCOC(C)=O.COC(=O)CCc1cc(C(C)C)c(O)c(C(C)C)c1.O>>CC(C)c1cc(CCC(=O)O)cc(C(C)C)c1O
8668,CC(C)O.CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C.Cl.Cl[Sn](Cl)(Cl)Cl>>CCNc1ccc(N)cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C
10170,C1CNCCN1.O=S1CCN(c2nc(Cl)nc3c(NCCO)ncnc23)CC1>>O=S1CCN(c2nc(N3CCNCC3)nc3c(NCCO)ncnc23)CC1
32385,C=C(Cl)CCl.CC(=O)O.Cc1ccccc1.O=Cc1ccccc1.[Zn]>>C=C(Cl)CC(O)c1ccccc1
25267,Cl.ClCCN1CCOCC1.O=C1NCN(c2ccccc2)C12CCN(C1CCCCCCCCC1)CC2>>Cl.O=C1N(CCN2CCOCC2)CN(c2ccccc2)C12CCN(C1CCCCCCCCC1)CC2
1851,C1CCOC1.CO.Cc1cc([N+](=O)[O-])c(Sc2ccc(O)cc2)cc1NC(=O)Cc1ccccc1.O.[Cl-].[Fe].[NH4+]>>Cc1cc(N)c(Sc2ccc(O)cc2)cc1NC(=O)Cc1ccccc1
39290,Brc1ccc2ccccc2c1.Nc1ccc2c(c1)CN=CN2.O=C(O)C1CCN(c2ccc3ccccc3c2)CC1>>O=C(Nc1ccc2c(c1)CN=CN2)C1CCN(c2ccc3ccccc3c2)CC1
39208,CC(=O)NC(C)c1ccc(CCl)cc1.Fc1ccc(N2CCNCC2)cc1>>CC(=O)NC(C)c1ccc(CN2CCN(c3ccc(F)cc3)CC2)cc1
22754,C1COCCO1.CC(=O)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1OCc1ccc(Cl)cc1.CCN(CC)CC.O=C(Cl)c1ccc(Cl)cc1>>CC(=O)OC[C@H]1O[C@@H](n2cc(F)c(=O)n(C(=O)c3ccc(Cl)cc3)c2=O)C[C@@H]1OCc1ccc(Cl)cc1
38758,C1COCCO1.CC(=O)[O-].CCO.CCOC(C)=O.CN(C)CCNc1ncc2cc(Br)ccc2n1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(NC1CC1)c1ccc(C(F)(F)F)c(Cl)c1.O=C([O-])[O-].[Br-].[K+].[K+].[Na+].[Na+].[Pd].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>CN(C)CCNc1ncc2cc(-c3cc(C(=O)NC4CC4)ccc3C(F)(F)F)ccc2n1
34403,CCO.CCOC(=O)C(F)(F)CC1CC1.[BH4-].[Na+]>>OCC(F)(F)CC1CC1
17723,O=[N+]([O-])c1cc(I)ccc1F.OB(O)c1ccccc1>>O=[N+]([O-])c1cc(-c2ccccc2)ccc1F
24165,C#CC[C@@]1(NC(=O)OC(C)(C)C)CCN(C)C1=O.C1CCOC1.CCCC(C)C.CCOC(C)=O.CCOc1ccc(F)c(-c2cc(C)nc(I)n2)c1.I[Cu]I>>CCOc1ccc(F)c(-c2cc(C)nc(C#CC[C@@]3(NC(=O)OC(C)(C)C)CCN(C)C3=O)n2)c1
49966,COc1ccc(C=O)cc1.Oc1cc(CC(F)(F)F)c(-c2ccc3c(-c4nc5c([nH]4)CCNC5)n[nH]c3c2)cc1F>>COc1ccc(CN2CCc3[nH]c(-c4n[nH]c5cc(-c6cc(F)c(O)cc6CC(F)(F)F)ccc45)nc3C2)cc1
31536,BrB(Br)Br.CCOC(=O)c1cnn(-c2nc(-c3ccccc3OC)cs2)c1C(F)(F)F.ClCCl>>CCOC(=O)c1cnn(-c2nc(-c3ccccc3O)cs2)c1C(F)(F)F
12175,CC1CCCCC1OC(=O)c1cc(N)ccc1Cl.CCN(CC)CC.ClCCl.O=C(Cl)c1ccccc1>>CC1CCCCC1OC(=O)c1cc(NC(=O)c2ccccc2)ccc1Cl
18540,CC(=O)SCCCCCCCCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Cl>>FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCCCCCCCCCCCS
41614,CCN(C(C)C)C(C)C.CN(C)C=O.ClCCCl.Cn1c(N(Cc2ccc(C(=O)O)cc2)C2CCC(C(C)(C)C)CC2)nc2cc(O)ccc21.Nc1nnn[nH]1.O.On1nnc2ccccc21>>Cn1c(N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)C2CCC(C(C)(C)C)CC2)nc2cc(O)ccc21
35485,CCCNCCSc1ccc(OCC(=O)OCC)c(C)c1.CCN(CC)CC.Cc1c(S(=O)(=O)Cl)sc2ccc(C(F)(F)F)cc12.Cl.ClCCl.O=C(O)C(F)(F)F>>CCCN(CCSc1ccc(OCC(=O)OCC)c(C)c1)S(=O)(=O)c1sc2ccc(C(F)(F)F)cc2c1C
14859,CC(C)(COc1nc(N2CCOCC2)ccc1NC(=O)c1coc2c1C(=O)NCC2)OCc1ccccc1.CCOc1nc(N2CCN(C(C)=O)CC2)ccc1NC(=O)c1coc2c1C(=O)N(CCOCc1ccccc1)CC2>>CC(C)(O)COc1nc(N2CCOCC2)ccc1NC(=O)c1coc2c1C(=O)NCC2
10901,CCN(CC)CC.CN(C)C=O.Cc1[nH]c2c(F)ccc(C)c2c1CCN.Cl.O=C(Cl)c1ccc(-c2ccccc2)cc1>>Cc1[nH]c2c(F)ccc(C)c2c1CCNC(=O)c1ccc(-c2ccccc2)cc1
298,CC(C)O.CN1C(=O)C(C)(F)CN(C2CCCCC2)c2nc(Cl)ncc21.COc1cc(C(=O)O)ccc1N.Cl>>COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(C)(F)C(=O)N2C
40541,CCN(CC)CC.ClCCl.O=C(Cl)c1cccc(Cl)c1Cl.O=C([O-])O.O=C1CNCCN1c1cc(N2CCOCC2)ccc1Cl.[Na+]>>O=C(c1cccc(Cl)c1Cl)N1CCN(c2cc(N3CCOCC3)ccc2Cl)C(=O)C1
26610,Br[Pb]Br.CN(C)C=O.ClC(Cl)(Cl)Cl.O=Cc1ccc(O)c(Cl)c1.[Al]>>Oc1ccc(C(O)C(Cl)(Cl)Cl)cc1Cl
41020,C1CCOC1.CC#N.ClCCCl.Nc1ccc(Cl)nc1.O=C(O)c1nc(-c2ccccc2)oc1C(F)(F)F.On1nnc2ccccc21>>O=C(Nc1ccc(Cl)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F
22637,C1COCCO1.CC(C)(C)OC(=O)N1CCN(CCc2ccc3nonc3c2)CC1.Cl>>c1cc2nonc2cc1CCN1CCNCC1
18424,CCOc1c(C)c(N2CCNCC2)c(C)c2c1OC(C)C2.COc1ccc(Br)cc1C>>CCOc1c(C)c(N2CCN(c3ccc(OC)c(C)c3)CC2)c(C)c2c1OC(C)C2
21411,CC(C)CCN1C(=O)C2(COc3cc(OCc4ccccc4)ccc32)c2ccccc21.CO.[Pd]>>CC(C)CCN1C(=O)C2(COc3cc(O)ccc32)c2ccccc21
4515,CCCCCC.Cc1cc[nH]n1.O=C(c1ccc(F)cc1Cl)N1Cc2cccnc2Nc2ccccc21.[H-].[Na+]>>Cc1ccn(-c2ccc(C(=O)N3Cc4cccnc4Nc4ccccc43)c(Cl)c2)n1
34146,CC(C)(C)OC(=O)C(C[C@H](NC(=O)Cc1ccccc1)C(=O)OC(C)(C)C)[N+](=O)[O-].CCOC(C)=O.[Pd]>>CC(C)(C)OC(=O)C(N)C[C@H](NC(=O)Cc1ccccc1)C(=O)OC(C)(C)C
35774,CCOC(C)=O.Cc1ccccc1.Clc1ccccc1Br.O=C([O-])[O-].O=Cc1ccc(B(O)O)cc1.[Na+].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>O=Cc1ccc(-c2ccccc2Cl)cc1
6175,CC#N.CO.Cc1ccc(B(O)O)s1.ClCCl.Cl[Pd]Cl.Clc1ccnc(Cl)n1.O=C([O-])[O-].[Na+].[Na+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>Cc1ccc(-c2ccnc(Cl)n2)s1
23969,CO.COC(=O)c1ccc(C)c(-n2c(C)cc(COc3ccc(F)cc3F)c(Br)c2=O)c1.O.[K+].[OH-]>>Cc1ccc(C(=O)O)cc1-n1c(C)cc(COc2ccc(F)cc2F)c(Br)c1=O
35627,Cc1cc(Cl)n2nc(C)nc2n1.Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CN)c1>>Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2cc(C)nc3nc(C)nn23)c1
6509,CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.Cl.Cn1ccc(N)n1.O.O=C(O)c1nc(Br)cnc1Sc1ccc(F)cc1.On1nnc2ccccc21>>Cn1ccc(NC(=O)c2nc(Br)cnc2Sc2ccc(F)cc2)n1
10784,C1CCOC1.CNC(=S)C1=C(O)C(COC)(COC)Oc2ccc([N+](=O)[O-])cc21.CO.[BH4-].[Na+]>>CNC(=S)C1c2cc([N+](=O)[O-])ccc2OC(COC)(COC)C1O
35634,CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2C3CCC2C2CCC3N2Cc2ccccc2)cc1.COc1cccc(C(c2ccc(C(=O)N3CCCCC3)cc2)N2C3CCC4C2CCC3N4Cc2ccccc2)c1>>COc1cccc(C(c2ccc(C(=O)N3CCCCC3)cc2)N2C3CCC4NC3CCC42)c1
43227,CC(C)(C)OC(=O)c1ccc(N2S(=O)(=O)c3ccccc3S2(=O)=O)cc1.ClCCl.O=C(O)C(F)(F)F>>O=C(O)c1ccc(N2S(=O)(=O)c3ccccc3S2(=O)=O)cc1
14847,CO.CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)(F)F)cc3)c2)O[C@](C=O)(CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1.[BH4-].[Na+]>>CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)(F)F)cc3)c2)OC(CO)(CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
22493,CC(=O)O.COCC(COC)N(C)Cc1ccc([N+](=O)[O-])cc1>>COCC(COC)N(C)Cc1ccc(N)cc1
18657,CC[C@@H]1CC[C@@H](NC(=O)[C@@H]2C[C@H]2COS(C)(=O)=O)CC1.CS(=O)(=O)OC[C@@H]1C[C@H]1C(=O)N[C@H]1CC[C@H](C)CC1.Cl.Cl.Clc1cccc(N2CCNCC2)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1>>CC[C@@H]1CC[C@@H](NC(=O)[C@@H]2C[C@H]2CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)CC1
30651,CO[C@@H](C)C(=O)O.Cl.N[C@@H]1CC[C@@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1>>CO[C@@H](C)C(=O)N[C@@H]1CC[C@@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1
25298,BrCC=Cc1ccccc1.CC#N.CCOC(=O)C=CC(Cc1c[nH]cn1)NC(=O)CCCCCCc1ccccc1.CN(C)C=O.O.[H-].[Na+]>>CCOC(=O)C=CC(Cc1cn(CC=Cc2ccccc2)cn1)NC(=O)CCCCCCc1ccccc1
1139,COc1ccc(F)cc1C=O.Nc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1>>COc1ccc(F)cc1CNc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1
